pas	CNTRL_29765	KD_29766	CNTRL_32682	KD_32683	PAS_overlap
chr12:-:57516964:TE	5.29	2.90	5.07	1.41	OVERLAP
chr12:-:57516594:TE	115.92	81.84	108.13	81.95	OVERLAP
chr10:-:124008241:TE	1.18	0.00	0.00	0.00	OVERLAP
chr10:-:124008165:TE	1.76	1.12	0.27	0.33	OVERLAP
chr10:-:124008087:TE	1.18	0.45	0.27	0.43	OVERLAP
chr10:-:124007704:TE	7.35	6.70	6.67	6.74	OVERLAP
chr13:-:45338749:TE	1.18	0.89	2.00	2.50	OVERLAP
chr13:-:45338669:TE	39.69	45.12	36.32	25.20	OVERLAP
chr13:-:45338618:TE	1.47	0.89	1.80	1.79	OVERLAP
chr10:+:112815437:TE	1.47	0.45	1.73	0.65	OK
chr10:+:112817967:TE	0.88	0.67	2.80	2.61	OK
chr10:+:112818742:TE	8.23	8.48	8.40	7.83	OK
chr19:-:40076104:TE	11.75	3.91	17.49	7.55	OK
chr19:-:40070122:TE	4.46	4.24	2.33	2.88	OK
chr19:-:40069153:TE	1.76	0.67	1.98	1.96	OK
chr4:-:165079444:TE	0.59	0.67	0.93	2.39	OK
chr4:-:165078404:TE	10.87	20.64	12.00	27.12	OK
chr4:-:165077108:TE	6.61	3.57	4.27	3.59	OK
chr4:-:165076079:TE	0.00	1.34	0.13	0.98	OK
chr4:-:165074943:TE	1.47	9.71	1.07	4.46	OK
chr4:-:165074413:TE	0.88	0.00	0.67	1.09	OK
chr11:+:86345676:TE	78.31	61.96	65.78	44.91	OVERLAP
chr11:+:86345846:TE	1.18	3.12	1.47	1.96	OVERLAP
chr11:+:86345930:TE	98.42	62.26	44.73	48.84	OVERLAP
chr5:+:177295756:TE	6.72	9.60	11.47	10.01	OK
chr5:+:177300212:TE	16.16	8.26	13.60	12.82	OK
chr16:+:30954893:TE	1.62	2.68	1.33	1.22	OVERLAP
chr16:+:30954937:TE	13.52	22.54	13.13	14.73	OVERLAP
chr14:-:64486839:TE	2.64	1.56	5.47	1.85	OK
chr14:-:64486403:TE	7.35	8.03	3.21	5.76	OK
chr14:-:64482839:TE	0.00	0.89	0.27	2.17	OVERLAP
chr14:-:64482543:TE	0.59	1.12	0.13	1.09	OVERLAP
chr14:-:64481533:TE	8.23	11.16	6.53	8.97	OVERLAP
chr14:-:64481478:TE	2.06	1.90	1.60	1.30	OVERLAP
chr14:-:64478053:TE	1.18	1.79	0.80	1.63	OK
chr13:-:29512617:TE	2.35	4.46	1.33	1.63	OK
chr13:-:29509789:TE	0.88	2.68	1.60	1.63	OVERLAP
chr13:-:29509415:TE	48.80	82.95	38.07	34.30	OVERLAP
chr1:+:113973896:TE	0.29	0.89	1.20	1.52	OK
chr1:+:113977450:TE	0.29	2.01	1.60	1.85	OVERLAP
chr1:+:113977799:TE	12.66	36.94	19.43	31.66	OVERLAP
chr2:+:162360426:TE	4.70	8.48	4.40	4.56	OK
chr2:+:162360934:TE	6.54	7.59	4.00	5.90	OVERLAP
chr2:+:162361120:TE	31.89	55.01	20.47	52.11	OVERLAP
chr2:+:162361418:TE	2.94	5.36	2.13	4.67	OVERLAP
chr12:+:6731231:TE	1.18	1.79	1.33	1.41	OK
chr12:+:6731856:TE	54.12	31.69	60.01	64.27	OK
chr16:+:85806850:TE	31.74	15.85	9.87	4.78	OVERLAP
chr16:+:85806930:TE	0.59	0.22	0.40	1.63	OVERLAP
chr16:+:85806999:TE	792.50	399.24	454.27	380.08	OVERLAP
chr1:+:23759896:TE	16.20	37.83	19.07	22.98	OK
chr1:+:23762076:TE	20.52	28.50	25.39	35.78	OK
chr17:-:43876140:TE	2.64	1.56	2.80	3.70	OK
chr17:-:43875357:TE	13.81	11.60	17.33	11.09	OK
chr3:-:49726914:TE	1.18	2.01	3.47	3.04	OK
chr3:-:49725835:TE	0.59	1.56	0.80	1.09	OK
chr3:-:49724295:TE	7.35	10.90	21.07	24.35	OK
chrX:-:30827932:TE	4.70	4.02	3.60	4.46	OVERLAP
chrX:-:30827603:TE	12.34	8.26	6.67	6.64	OVERLAP
chrX:-:30827450:TE	2.06	1.56	1.33	0.98	OVERLAP
chr7:+:139345793:TE	113.93	166.83	120.35	141.20	OK
chr7:+:139346328:TE	1.18	0.45	0.80	0.87	OK
chr1:-:28603355:TE	18.51	5.91	14.33	8.64	OVERLAP
chr1:-:28603100:TE	26.75	38.83	36.13	29.83	OVERLAP
chr1:+:70250374:TE	2.35	0.22	0.93	0.54	OVERLAP
chr1:+:70250464:EX	4.19	0.52	1.77	1.20	OVERLAP
chr3:-:138537145:TE	1.47	0.45	0.53	0.43	OVERLAP
chr3:-:138536920:TE	1.47	1.12	1.60	1.52	OVERLAP
chr9:-:137300889:TE	1.47	3.79	2.93	1.85	OK
chr9:-:137300478:TE	12.64	6.36	7.20	7.41	OK
chr8:+:140515178:TE	14.10	10.04	8.13	8.48	OK
chr8:+:140515813:TE	2.06	1.12	1.60	2.17	OK
chr8:+:140516699:TE	37.71	40.84	31.33	30.87	OK
chr8:+:140517153:TE	3.53	2.90	4.53	2.61	OK
chr5:+:136177638:TE	0.59	2.01	1.07	0.54	OVERLAP
chr5:+:136177802:TE	0.88	1.34	0.67	0.76	OVERLAP
chr5:+:136178172:TE	2.74	4.69	2.80	2.28	OVERLAP
chr5:+:136178388:TE	1.47	2.23	0.40	2.34	OVERLAP
chr5:+:136178471:TE	0.29	1.12	0.27	0.87	OVERLAP
chr5:+:136179502:TE	7.05	9.82	12.44	9.35	OK
chr5:+:136179941:TE	0.00	1.12	0.13	0.11	OK
chr5:+:136182733:TE	58.26	76.99	46.00	39.71	OK
chr16:+:57239020:TE	37.76	38.22	14.57	15.54	OK
chr16:+:57239958:TE	2.94	11.89	5.87	21.47	OVERLAP
chr16:+:57240181:TE	1.18	2.90	1.33	2.07	OVERLAP
chr16:+:57240289:TE	2.94	1.12	1.60	2.39	OVERLAP
chr16:+:57240468:TE	17.63	14.73	8.80	8.15	OVERLAP
chr7:-:101314788:TE	9.84	7.29	16.18	13.26	OVERLAP
chr7:-:101314728:TE	2.64	1.56	4.13	1.74	OVERLAP
chr7:-:101313697:TE	2.94	2.45	2.27	1.74	OK
chr11:+:33072635:TE	0.29	0.89	1.47	1.09	OVERLAP
chr11:+:33072844:TE	0.29	0.67	2.67	1.20	OVERLAP
chr11:+:33072914:TE	0.29	1.56	1.20	1.09	OVERLAP
chr11:+:33073598:TE	0.29	1.12	1.73	1.52	OK
chr11:+:57700362:TE	1.47	7.23	1.73	3.26	OK
chr11:+:57701195:TE	28.90	36.45	20.13	23.26	OK
chr20:+:38575078:TE	5.53	6.47	10.53	9.35	OK
chr20:+:38575572:TE	0.29	2.90	1.20	1.20	OVERLAP
chr20:+:38575841:TE	2.20	3.12	5.33	4.02	OVERLAP
chr20:+:38578693:TE	8.82	8.93	8.67	9.27	OVERLAP
chr20:+:38578856:TE	6.26	8.54	11.07	13.44	OVERLAP
chr15:-:55182025:TE	1.47	3.46	1.47	2.07	OK
chr15:-:55181316:TE	176.03	236.34	228.89	280.86	OVERLAP
chr15:-:55181180:TE	2.94	4.69	2.27	5.76	OVERLAP
chr19:-:7963431:TE	19.98	9.15	21.69	10.00	OVERLAP
chr19:-:7963230:TE	2.09	1.56	3.87	1.20	OVERLAP
chr19:-:7962275:TE	84.95	225.89	135.60	113.85	OK
chr19:-:7959205:TE	0.88	2.23	1.20	0.43	OVERLAP
chr19:-:7959167:TE	1.76	1.34	0.80	0.87	OVERLAP
chr19:-:7958793:TE	3.23	2.01	1.47	3.04	OVERLAP
chr19:-:7958574:TE	0.00	0.89	2.53	1.41	OVERLAP
chr10:-:59246515:TE	2.35	3.57	1.33	1.30	OVERLAP
chr10:-:59246121:TE	6.46	4.46	4.93	2.83	OVERLAP
chr16:+:1677479:TE	1.84	0.22	1.20	0.54	OVERLAP
chr16:+:1677853:TE	2.94	2.68	3.73	2.07	OVERLAP
chr16:+:1677906:TE	41.19	52.00	39.73	30.45	OVERLAP
chrX:+:48486298:TE	28.97	23.88	29.47	25.81	OVERLAP
chrX:+:48486343:TE	5.88	4.46	3.87	3.80	OVERLAP
chr8:-:119834654:TE	20.28	20.53	15.33	18.48	OK
chr8:-:119834063:TE	8.67	6.92	17.47	20.84	OVERLAP
chr8:-:119833947:TE	20.86	32.88	23.73	41.59	OVERLAP
chr4:+:107913330:TE	0.29	1.12	0.27	0.65	OK
chr4:+:107915027:TE	24.39	21.54	11.73	11.09	OK
chr1:-:37566930:TE	7.74	4.24	4.53	2.61	OVERLAP
chr1:-:37566817:TE	79.99	76.90	54.20	43.97	OVERLAP
chr4:-:4419465:TE	22.93	13.68	16.33	20.57	OK
chr4:-:4418950:TE	2.64	1.56	5.20	7.28	OK
chr2:+:232857831:TE	6.46	5.13	6.18	2.72	OK
chr2:+:232858626:TE	1.25	0.00	1.87	0.76	OK
chr21:+:25714752:TE	4.41	13.06	4.31	8.04	OVERLAP
chr21:+:25714888:TE	1.47	1.34	0.40	0.54	OVERLAP
chr21:+:25714923:TE	2.94	4.69	1.48	3.37	OVERLAP
chr21:+:25717223:TE	0.29	2.01	1.33	1.85	OVERLAP
chr21:+:25717506:TE	0.59	1.79	0.67	1.03	OVERLAP
chr5:+:172969719:TE	149.76	178.34	179.09	179.22	OVERLAP
chr5:+:172969769:TE	62.35	49.59	46.69	51.53	OVERLAP
chr12:+:85882563:TE	12.93	35.08	11.40	27.94	OK
chr12:+:85882991:TE	5.29	8.93	3.87	9.67	OK
chrX:+:129590480:TE	1.47	0.00	0.13	0.33	OK
chrX:+:129591545:TE	1.47	0.00	0.00	0.33	OK
chrX:+:129592462:TE	0.29	2.45	0.53	0.22	OVERLAP
chrX:+:129592562:TE	22.04	46.90	19.20	28.18	OVERLAP
chr6:+:28277531:TE	2.06	2.23	4.29	4.24	OK
chr6:+:28278019:TE	1.86	3.35	4.40	4.78	OVERLAP
chr6:+:28278217:TE	7.05	7.81	10.93	10.18	OVERLAP
chr17:+:7457612:TE	3.53	4.02	7.07	8.48	OVERLAP
chr17:+:7457708:TE	2.06	2.68	3.07	2.17	OVERLAP
chr9:-:122819929:TE	1.18	2.12	4.27	2.07	OK
chr9:-:122818353:TE	14.10	23.43	11.47	23.81	OK
chr19:+:32713666:TE	2.83	6.03	4.44	6.96	OVERLAP
chr19:+:32713808:TE	23.21	44.86	26.95	35.43	OVERLAP
chr1:+:51788027:TE	1.47	0.67	2.93	1.96	OVERLAP
chr1:+:51788088:TE	5.29	3.12	4.53	2.83	OVERLAP
chr1:+:51788262:TE	0.73	1.67	0.29	0.65	OVERLAP
chr1:+:51788325:TE	0.66	2.45	0.80	1.90	OVERLAP
chr1:+:51788418:TE	130.03	151.86	64.09	75.83	OVERLAP
chr1:+:51788452:TE	52.40	71.20	32.45	43.41	OVERLAP
chr22:+:18091019:TE	9.21	8.03	15.49	14.02	OK
chr22:+:18092610:TE	0.88	1.12	0.53	0.00	OK
chr22:+:18100432:TE	0.88	1.56	0.67	1.10	OK
chr3:-:50288109:TE	2.64	2.68	2.80	3.26	OVERLAP
chr3:-:50287743:TE	70.28	71.64	114.43	113.90	OVERLAP
chr1:+:1233633:TE	1.18	0.00	0.40	0.43	OVERLAP
chr1:+:1233727:TE	15.67	27.05	32.47	23.15	OVERLAP
chr1:+:1234179:TE	5.00	1.56	4.00	1.85	OK
chr1:+:1235004:TE	1.18	0.89	1.20	0.76	OVERLAP
chr1:+:1235052:TE	48.78	34.18	41.37	37.08	OVERLAP
chr3:+:62333444:TE	0.00	0.67	0.13	1.09	OVERLAP
chr3:+:62333659:TE	29.83	29.53	29.48	39.25	OVERLAP
chr3:+:62336173:TE	0.59	2.01	1.07	3.26	OVERLAP
chr3:+:62336212:TE	2.35	4.91	3.07	4.46	OVERLAP
chr8:+:17220424:TE	0.29	2.23	0.93	0.98	OVERLAP
chr8:+:17220467:TE	23.80	21.20	16.40	21.19	OVERLAP
chr8:+:17221224:TE	1.76	1.34	0.00	0.22	OK
chr8:+:17222499:TE	3.53	5.58	3.20	3.80	OVERLAP
chr8:+:17222581:TE	2.64	1.19	2.67	1.20	OVERLAP
chr8:+:17224661:TE	0.59	0.82	1.73	1.63	OVERLAP
chr8:+:17224797:TE	3.04	1.79	1.73	2.07	OVERLAP
chr6:-:125276095:TE	1.76	0.45	0.80	0.54	OVERLAP
chr6:-:125275873:TE	128.86	85.86	151.60	181.73	OVERLAP
chr3:-:134157832:TE	0.88	8.03	1.73	5.98	OVERLAP
chr3:-:134157572:TE	21.74	43.43	18.51	17.23	OVERLAP
chr3:-:134157134:TE	18.07	68.38	26.83	41.43	OK
chr9:-:111361889:TE	8.01	6.47	10.73	8.59	OK
chr9:-:111360693:TE	3.53	14.84	3.07	7.50	OK
chr8:+:143652373:TE	2.64	2.90	4.73	5.69	OK
chr8:+:143656418:TE	5.14	8.03	4.93	4.24	OK
chr5:-:131425915:TE	1.76	4.02	0.53	0.65	OK
chr5:-:131423923:TE	10.58	27.90	14.03	27.61	OK
chrX:-:109643039:TE	1.76	3.35	3.87	1.85	OK
chrX:-:109641337:TE	44.67	37.94	31.60	21.74	OK
chr2:+:190371594:TE	27.52	27.15	35.49	27.50	OVERLAP
chr2:+:190371664:TE	3.53	4.24	6.44	3.73	OVERLAP
chr16:-:75538306:TE	32.48	46.53	20.53	26.94	OVERLAP
chr16:-:75538120:TE	0.88	0.22	1.62	1.85	OVERLAP
chr16:-:75536742:TE	0.59	1.12	0.27	0.87	OK
chr17:+:32225456:TE	0.59	1.34	0.53	1.09	OVERLAP
chr17:+:32225501:TE	26.59	17.18	14.73	12.61	OVERLAP
chr17:+:32225681:TE	3.23	4.02	3.40	3.70	OVERLAP
chr17:+:32225726:TE	71.11	56.39	30.37	33.75	OVERLAP
chr17:+:32225769:TE	2.64	5.80	4.80	4.35	OVERLAP
chr15:+:48342148:TE	797.75	710.79	237.01	174.19	OVERLAP
chr15:+:48342308:TE	15.08	36.60	21.07	20.88	OVERLAP
chr15:+:48342372:TE	1.91	3.57	1.47	2.07	OVERLAP
chr15:+:48342419:TE	134.15	158.37	182.07	230.25	OVERLAP
chr15:+:48342567:TE	69.69	72.20	72.52	100.99	OVERLAP
chr2:+:65083837:TE	4.11	0.67	1.47	0.87	OVERLAP
chr2:+:65083956:TE	1.76	0.45	0.27	0.54	OVERLAP
chr2:+:65087003:TE	7.64	7.36	6.13	6.68	OK
chr11:-:59637689:TE	2.06	0.67	2.53	0.60	OK
chr11:-:59637148:TE	1.18	0.00	0.40	0.22	OK
chr11:-:59636705:TE	17.63	28.45	11.48	15.32	OK
chr17:-:78993481:TE	0.59	1.12	0.53	1.74	OK
chr17:-:78991717:TE	23.80	60.89	53.60	74.72	OK
chr10:+:87553387:TE	89.67	110.92	74.40	90.37	OVERLAP
chr10:+:87553460:TE	0.59	1.56	0.67	2.28	OVERLAP
chr7:+:26212271:TE	1.18	1.79	3.07	1.20	OVERLAP
chr7:+:26212332:TE	1.76	2.68	4.00	3.15	OVERLAP
chr7:+:26212415:TE	20.80	33.41	68.74	52.85	OVERLAP
chr7:+:26212491:TE	25.96	26.96	32.26	22.38	OVERLAP
chr7:+:26213358:TE	152.83	175.20	439.33	383.15	OK
chr6:+:57106952:TE	0.29	0.89	1.47	0.43	OVERLAP
chr6:+:57107010:TE	0.59	6.36	1.20	2.61	OVERLAP
chr2:+:112529513:TE	1.81	1.12	0.80	0.33	OK
chr2:+:112530983:TE	2.64	0.67	0.40	0.87	OK
chr2:+:112532404:TE	11.31	6.47	12.40	12.06	OK
chr17:-:58005862:TE	4.70	7.14	2.27	2.07	OK
chr17:-:58005303:TE	2.35	1.12	1.07	1.20	OVERLAP
chr17:-:58005178:TE	2.06	2.45	3.87	2.61	OVERLAP
chr17:-:58005042:TE	0.00	0.45	1.20	0.87	OVERLAP
chr17:-:58004197:TE	2.94	0.67	6.53	3.37	OK
chr17:-:58003752:TE	0.00	1.34	0.13	0.65	OVERLAP
chr17:-:58003649:TE	0.29	0.22	0.93	1.09	OVERLAP
chr17:-:58003590:TE	0.29	1.34	1.33	0.65	OVERLAP
chr17:-:58003494:TE	306.10	293.65	219.58	195.95	OVERLAP
chr17:-:58003362:TE	15.87	24.03	25.73	22.59	OVERLAP
chr12:+:121916643:TE	56.31	53.54	136.17	103.38	OK
chr12:+:121917863:TE	4.41	3.57	3.87	3.15	OK
chr12:+:121776253:TE	4.76	1.34	4.53	0.54	OK
chr12:+:121777782:TE	1.47	0.00	1.20	0.22	OK
chr12:+:121782060:TE	39.13	36.93	12.13	13.69	OK
chr6:-:42744837:TE	3.27	3.35	5.33	5.65	OVERLAP
chr6:-:42744479:TE	20.46	19.23	21.80	19.63	OVERLAP
chr1:+:67687950:TE	12.93	14.73	9.87	5.54	OVERLAP
chr1:+:67688034:TE	1.18	0.67	0.27	0.11	OVERLAP
chr1:+:67688101:TE	0.88	0.67	3.60	1.41	OVERLAP
chr1:+:67688251:TE	2.06	1.56	2.90	0.87	OVERLAP
chr1:+:67688343:TE	407.72	365.06	188.27	186.61	OVERLAP
chr12:+:19519390:TE	1.47	1.79	0.93	1.41	OK
chr12:+:19520105:TE	3.97	3.39	4.67	3.37	OVERLAP
chr12:+:19520223:TE	23.80	37.60	19.39	22.28	OVERLAP
chr12:+:19521021:TE	0.00	1.56	0.80	1.20	OK
chr12:+:19521571:TE	3.53	5.36	2.27	2.28	OVERLAP
chr12:+:19521739:TE	0.88	1.79	0.93	1.30	OVERLAP
chr12:+:19522226:TE	0.88	1.56	0.80	1.09	OK
chr22:+:45843994:TE	174.84	121.24	194.55	106.10	OK
chr22:+:45844810:TE	4.70	3.35	3.07	1.52	OVERLAP
chr22:+:45844870:TE	2.35	1.79	2.20	2.07	OVERLAP
chr22:+:45844933:TE	0.59	4.02	4.93	1.74	OVERLAP
chr10:-:59652196:TE	1.18	0.45	0.13	0.33	OK
chr10:-:59650765:TE	12.34	19.64	8.27	7.83	OK
chr1:-:35189306:EX	0.59	0.89	1.33	1.30	OVERLAP
chr1:-:35189247:EX	145.60	117.72	81.40	45.32	OVERLAP
chr2:+:38017554:TE	4.70	4.91	2.13	6.20	OVERLAP
chr2:+:38017741:TE	0.59	0.89	0.53	1.85	OVERLAP
chr17:+:78172719:TE	43.12	95.25	83.77	85.84	OVERLAP
chr17:+:78172963:TE	0.29	2.23	0.67	1.30	OVERLAP
chrX:+:150672874:TE	1.18	1.56	0.67	1.09	OVERLAP
chrX:+:150673141:TE	9.40	8.26	8.80	10.76	OVERLAP
chr11:+:94546619:TE	1.18	0.45	0.27	0.00	OK
chr11:+:94549913:TE	6.46	5.80	4.00	3.80	OK
chr11:-:75265723:TE	0.59	0.45	1.07	0.33	OK
chr11:-:75264381:TE	1.76	0.22	0.93	0.43	OK
chr4:+:140550343:TE	4.41	2.23	6.27	1.20	OVERLAP
chr4:+:140550695:TE	3.53	0.89	5.89	2.28	OVERLAP
chr4:+:140553770:TE	9.55	10.94	14.87	8.04	OK
chr5:+:66079945:TE	2.94	7.14	4.57	4.56	OK
chr5:+:66080500:TE	34.09	60.03	49.91	31.63	OVERLAP
chr5:+:66080514:TE	16.01	16.85	21.60	19.35	OVERLAP
chr5:+:66081022:TE	1.18	0.89	0.93	0.22	OK
chr15:+:38354049:TE	4.11	4.02	4.67	2.72	OK
chr15:+:38356130:TE	1.76	0.22	0.67	0.43	OVERLAP
chr15:+:38356474:TE	1.18	1.12	1.20	0.43	OVERLAP
chr15:+:38357248:TE	0.88	0.22	1.47	0.54	OK
chr10:+:70422036:TE	7.11	3.01	6.67	4.67	OVERLAP
chr10:+:70422115:TE	1.47	0.67	0.53	0.11	OVERLAP
chr10:+:70423849:TE	6.91	9.65	11.78	12.17	OVERLAP
chr10:+:70423913:TE	65.74	51.22	42.14	33.70	OVERLAP
chr10:+:70427349:TE	2.94	1.79	5.73	4.67	OK
chr10:+:70428616:TE	18.22	20.53	24.00	33.84	OK
chr8:-:100712776:EX	0.00	0.67	1.87	2.39	OVERLAP
chr8:-:100712730:EX	1.18	1.56	3.07	4.56	OVERLAP
chr6:+:118907798:TE	23.70	32.36	26.44	27.88	OVERLAP
chr6:+:118907862:TE	3.23	6.25	4.40	3.80	OVERLAP
chr6:+:125759935:TE	64.65	28.90	26.73	28.15	OK
chr6:+:125761159:TE	2.94	1.79	0.93	1.32	OVERLAP
chr6:+:125761268:TE	7.93	12.80	6.13	6.74	OVERLAP
chr19:-:36638591:TE	2.06	0.22	0.93	0.22	OVERLAP
chr19:-:36638499:TE	2.06	0.67	1.47	0.76	OVERLAP
chr19:-:36638343:TE	2.35	1.56	1.07	1.41	OVERLAP
chr10:+:102150179:TE	3.56	6.85	8.00	8.64	OVERLAP
chr10:+:102150331:TE	7.93	6.03	10.60	13.91	OVERLAP
chr3:+:40312117:TE	0.59	0.45	0.93	1.96	OVERLAP
chr3:+:40312244:TE	0.88	0.22	1.20	0.65	OVERLAP
chr3:+:40312336:TE	3.92	12.94	9.47	9.46	OVERLAP
chr3:+:40312360:TE	52.60	47.79	49.13	48.49	OVERLAP
chr3:+:40312422:TE	160.22	160.27	167.76	224.23	OVERLAP
chr17:-:38853097:TE	2.35	0.22	1.60	1.85	OVERLAP
chr17:-:38853024:TE	2.35	3.79	5.87	7.39	OVERLAP
chr12:+:76852390:TE	0.88	0.00	1.20	0.47	OK
chr12:+:76853662:TE	3.38	3.35	3.73	2.17	OVERLAP
chr12:+:76853694:TE	30.27	19.83	19.47	20.00	OVERLAP
chr12:+:93400128:TE	1.33	1.26	2.31	1.85	OK
chr12:+:93402277:TE	6.03	5.06	12.78	15.82	OK
chr12:+:93402789:TE	2.64	3.79	5.33	2.93	OK
chr3:-:71684434:TE	2.06	1.12	0.40	0.65	OK
chr3:-:71682876:TE	1.18	2.23	1.20	1.12	OVERLAP
chr3:-:71682830:TE	3.53	9.37	3.87	8.59	OVERLAP
chr3:-:71682724:TE	10.58	15.62	13.87	16.09	OVERLAP
chr3:-:71681846:TE	7.05	3.12	6.53	4.46	OK
chr3:-:71681138:TE	1.18	0.89	1.73	0.87	OK
chr3:-:71679275:TE	4.41	7.36	3.20	4.13	OK
chr4:-:146254411:TE	0.88	1.79	1.60	1.52	OK
chr4:-:146253990:TE	2.35	5.24	4.27	6.41	OK
chr2:-:3188964:TE	39.33	34.15	49.80	57.71	OVERLAP
chr2:-:3188926:TE	2.06	2.90	2.40	4.67	OVERLAP
chr1:-:53245546:TE	20.23	24.36	22.95	15.11	OK
chr1:-:53242362:TE	1.47	1.34	3.60	2.28	OK
chr5:+:56895967:TE	14.10	7.89	12.53	7.72	OVERLAP
chr5:+:56896085:TE	5.29	5.36	2.27	0.87	OVERLAP
chr5:+:56896169:TE	9.21	27.00	13.56	12.72	OVERLAP
chr1:+:161230601:TE	3.62	1.56	6.93	4.60	OVERLAP
chr1:+:161230744:TE	1.47	0.45	1.80	2.55	OVERLAP
chr6:+:36923526:TE	3.67	1.56	3.91	2.07	OK
chr6:+:36924518:TE	1.47	0.67	0.93	0.43	OVERLAP
chr6:+:36924555:TE	2.94	7.48	4.53	4.46	OVERLAP
chr6:+:36925115:TE	1.18	0.00	0.53	0.54	OVERLAP
chr6:+:36925357:TE	2.64	1.79	0.00	0.54	OVERLAP
chr6:+:36928962:TE	28.36	59.14	22.27	30.92	OK
chr1:-:25960772:TE	1.03	0.00	1.73	0.76	OVERLAP
chr1:-:25960562:TE	1.18	0.22	0.00	0.00	OVERLAP
chr1:-:25959766:TE	0.59	5.13	5.07	4.24	OK
chr21:+:43030730:TE	0.88	1.56	1.33	2.39	OVERLAP
chr21:+:43030795:TE	0.29	1.58	2.13	2.17	OVERLAP
chr21:+:43030938:TE	2.94	0.22	2.67	1.63	OVERLAP
chr21:+:43033584:TE	5.88	9.18	5.27	10.17	OK
chr2:-:9489679:TE	0.59	1.34	0.40	0.33	OK
chr2:-:9488906:TE	1.76	1.79	0.67	0.43	OVERLAP
chr2:-:9488582:TE	26.74	21.72	12.40	11.97	OVERLAP
chr2:-:9488454:TE	7.93	7.36	8.13	6.20	OVERLAP
chr4:+:44698759:TE	0.88	2.01	1.93	1.20	OVERLAP
chr4:+:44698960:TE	3.82	2.79	6.00	2.93	OVERLAP
chr4:+:44700679:TE	5.68	3.35	6.93	5.11	OVERLAP
chr4:+:44700928:TE	0.88	1.34	0.67	0.98	OVERLAP
chr3:-:46670283:TE	1.76	0.00	0.69	0.22	OK
chr3:-:46669186:TE	0.29	0.22	1.20	0.58	OK
chr3:-:134478520:TE	1.47	0.89	1.33	0.87	OVERLAP
chr3:-:134478479:TE	2.35	2.01	2.27	1.63	OVERLAP
chr3:-:134477706:TE	59.95	62.38	60.02	54.95	OK
chr10:+:119940968:TE	1.47	3.57	3.07	1.09	OK
chr10:+:119941733:TE	23.36	46.64	44.20	34.56	OK
chr10:+:119942145:TE	12.93	14.36	9.35	7.42	OK
chr1:-:154156359:TE	61.37	41.73	27.80	29.03	OK
chr1:-:154155309:TE	1.18	1.12	0.53	0.43	OK
chr14:-:92939863:TE	2.06	5.78	7.76	8.01	OVERLAP
chr14:-:92939777:TE	1.47	0.52	0.67	0.33	OVERLAP
chr14:-:92939754:TE	0.59	0.78	1.07	0.22	OVERLAP
chr3:-:20170692:TE	2.06	1.12	2.41	1.41	OVERLAP
chr3:-:20170514:TE	0.59	0.67	0.53	1.41	OVERLAP
chr3:-:20170470:TE	12.64	17.83	10.56	9.78	OVERLAP
chr3:-:20169932:TE	8.23	3.46	7.43	3.70	OVERLAP
chr3:-:20169880:TE	6.39	5.36	10.53	6.23	OVERLAP
chr3:-:20169804:TE	1.18	0.67	0.27	0.54	OVERLAP
chr3:-:20169485:TE	14.10	15.40	17.20	20.35	OVERLAP
chr8:+:66859804:TE	0.59	1.67	1.60	1.09	OK
chr8:+:66860807:TE	1.76	0.89	0.73	0.43	OK
chr8:+:66861866:TE	6.46	5.36	5.73	3.59	OVERLAP
chr8:+:66862020:TE	24.68	17.59	17.87	20.87	OVERLAP
chr7:+:2434058:TE	18.90	24.77	10.93	9.93	OK
chr7:+:2448210:TE	3.79	0.22	0.37	0.11	OK
chr7:+:97181490:TE	1.18	0.89	2.27	2.17	OVERLAP
chr7:+:97181761:TE	120.48	75.88	98.96	84.72	OVERLAP
chr15:-:45479745:TE	2.15	8.03	5.27	7.06	OVERLAP
chr15:-:45479607:TE	1.76	1.12	0.27	0.76	OVERLAP
chr11:+:106096988:TE	2.35	2.90	4.27	4.67	OK
chr11:+:106098693:TE	52.78	63.38	87.19	90.02	OK
chr4:-:139266266:TE	5.00	3.65	1.33	1.79	OVERLAP
chr4:-:139266165:TE	13.40	14.31	8.80	13.49	OVERLAP
chr17:+:44780610:TE	2.35	1.45	3.20	1.30	OK
chr17:+:44781844:TE	24.01	18.23	24.72	20.36	OK
chr16:-:86531144:TE	0.00	0.45	0.13	1.30	OVERLAP
chr16:-:86530859:TE	7.35	6.47	4.00	7.72	OVERLAP
chr16:-:86530642:TE	0.00	1.12	0.00	0.43	OVERLAP
chr16:-:86530187:TE	8.23	1.79	6.96	1.33	OK
chr17:-:17246910:TE	21.89	6.25	18.93	8.59	OVERLAP
chr17:-:17246837:TE	216.89	174.39	228.80	118.70	OVERLAP
chrX:-:136873954:TE	6.12	6.40	10.14	7.80	OVERLAP
chrX:-:136873915:TE	0.00	0.67	1.20	0.54	OVERLAP
chrX:-:136873861:TE	14.40	10.04	15.87	7.93	OVERLAP
chrX:-:136873450:TE	93.94	71.28	81.83	77.25	OK
chr12:-:70521185:TE	1.18	1.79	0.40	0.65	OK
chr12:-:70520078:TE	0.00	1.56	0.00	0.98	OVERLAP
chr12:-:70519902:TE	1.47	1.12	1.07	0.76	OVERLAP
chr14:-:90871513:TE	8.52	8.26	5.47	2.39	OVERLAP
